id,question,opa,opb,opc,opd,cop,choice_type,exp,subject_name,topic_name,dataset_split,llama3.3-70b_response,llama3.3-70b_answer,llama3.3-70b_response_parsed,correct_answer,llama3.3-70b_accuracy,llama3.3-70b_bert_scores,llama3.3-70b_bart_scores,llama3.3-70b_alignscore,llama3.3-70b_rougeL,llama3.3-70b_meteor,correct_accuracy,llama3.3-70b_weighted_normalized_score
81ba27b9-0517-444f-b592-db6a7f23c69c,Acetazolamide is given to a patient of angle closure glaucoma. It is a non-competitive inhibitor of carbonic anhydrase enzyme. Which of the following should be the effect of this drug?,Decrease in Vmax,A.Decrease in Km,Increase in both Km and Vmax,No change in Vmax,0,multi,"* Enzyme inhibition is of 3 types: Type of inhibition Km Vmax Competitive inhibition Increases No change Non competitive inhibition No change Decreases Uncompetitive inhibition Decreases Decreases * In question non competitive inhibitor is given, so answer is decrease in Vmax.",Pharmacology,AIIMS 2018,validation,"{
    ""Correct answer"": ""A"",
    ""Reasoning"": ""Acetazolamide is a non-competitive inhibitor of carbonic anhydrase. Non-competitive inhibitors decrease the Vmax (maximum velocity) of the enzyme reaction without affecting the Km (Michaelis constant), which is the binding affinity of the enzyme for its substrate. This results in a decrease in the enzyme's ability to convert substrate to product, effectively reducing the reaction rate.""
}",A,"Acetazolamide is a non-competitive inhibitor of carbonic anhydrase. Non-competitive inhibitors decrease the Vmax (maximum velocity) of the enzyme reaction without affecting the Km (Michaelis constant), which is the binding affinity of the enzyme for its substrate. This results in a decrease in the enzyme's ability to convert substrate to product, effectively reducing the reaction rate.",A,1.0,0.47373458294484233,0.599356996802591,0.13626113852351526,0.4496431403647898,0.39763400953459166,1,0.4113259736340661
e7278113-c555-4128-a8df-cbd10ca7833f,"A patient is administered 200 mg of a drug. 75 mg of the drug is eliminated from the body in 90 minutes. If the drug follows first order kinetics, how much drug will remain after 6 hours?",12.5 mg,25 mg,30 mg,50 mg,2,single,Answer- C. 30 mgDrug remains in the body at the end of 4th 90 minutes (6 hours) : 48.7 -18.3 = 30.4 (Approx. 30 mg),Pharmacology,,validation,"{
    ""Correct answer"": ""A"",
    ""Reasoning"": ""For a first-order kinetic process, the rate of elimination is proportional to the amount of drug present. Given that 75mg is eliminated in 90 minutes from a 200mg dose, this indicates a half-life. To find the remaining amount after 6 hours, calculate the half-life: if 75mg is eliminated in 90 minutes from 200mg, the half-life (t1/2) is 90 minutes because 200mg - 75mg = 125mg, which is roughly half of 200mg considering first-order kinetics approximations. Then, calculate how many half-lives pass in 6 hours: 6 hours = 360 minutes, 360 minutes / 90 minutes per half-life = 4 half-lives. After 4 half-lives, 200mg / 2^4 = 200mg / 16 = 12.5mg remain.""
}",A,"For a first-order kinetic process, the rate of elimination is proportional to the amount of drug present. Given that 75mg is eliminated in 90 minutes from a 200mg dose, this indicates a half-life. To find the remaining amount after 6 hours, calculate the half-life: if 75mg is eliminated in 90 minutes from 200mg, the half-life (t1/2) is 90 minutes because 200mg - 75mg = 125mg, which is roughly half of 200mg considering first-order kinetics approximations. Then, calculate how many half-lives pass in 6 hours: 6 hours = 360 minutes, 360 minutes / 90 minutes per half-life = 4 half-lives. After 4 half-lives, 200mg / 2^4 = 200mg / 16 = 12.5mg remain.",C,0.0,0.4941691295647615,0.5907201603798288,0.11715921144397297,0.2749590834697217,0.5050120501218298,1,0.396403926996023
a5d733b4-18d3-468c-8aaa-bbcb66cbb07e,Adverse effects of salbutamol are all except,Tremors,Tachycardia,Hypoglycemia,Hypokalemia,2,multi,Salbutamol is a beta 2 agonist. Adverse effects of beta 2 agonists: Tremors Tachycardia Tolerance Hypokalemia (by enhancing potassium uptake into muscles) Hypoxia Hyperglycemia (by stimulating glycogenolysis and gluconeogenesis) Note: Tolerance occurs to only long acting beta 2 agonists .,Pharmacology,AIIMS 2018,validation,"{
    ""Correct answer"": ""C"",
    ""Reasoning"": ""Salbutamol is a beta-2 agonist, commonly causing tremors, tachycardia, and hypokalemia. However, it typically causes hyperglycemia due to glycogenolysis and gluconeogenesis, not hypoglycemia.""
}",C,"Salbutamol is a beta-2 agonist, commonly causing tremors, tachycardia, and hypokalemia. However, it typically causes hyperglycemia due to glycogenolysis and gluconeogenesis, not hypoglycemia.",C,1.0,1.0,0.9767827468906024,0.7812343071850198,1.0,0.5330314056787054,1,0.8582096919508654
100d2a31-8f28-4500-99c9-67690fe15625,Ganglionic transmission is mediated by:,Presynaptic alpha-receptors,Postsynaptic beta-receptors,Postsynaptic dopaminergic receptors,Postsynaptic nicotinic receptors,3,single,"Ans: D .Postsynaptic nicotinic receptors(Ref: Goodman Gilman 13/e p108, 12Ie p255; Katzung 13Ie p108, 12/e p98).Ganglionic transmission is mediated by nicotinic receptors present post-synaptically.Nicotinic acetylcholine (ACh) receptor mediates neurotransmission post-synaptically at the neuromuscular junction and peripheral autonomic ganglia.In CNS, controls release of neurotransmitters from presynaptic sites.The receptor is called the nicotinic acetylcholine receptor - Due to both alkaloid nicotine & neurotransmitter ACh can stimulate the receptor.",Pharmacology,,validation,"{
    ""Correct answer"": ""D"",
    ""Reasoning"": ""Ganglionic transmission is mediated by postsynaptic nicotinic receptors. Nicotinic acetylcholine receptors are found in the autonomic ganglia and are responsible for transmitting signals from preganglionic neurons to postganglionic neurons, facilitating sympathetic and parasympathetic nervous system functions.""
}",D,"Ganglionic transmission is mediated by postsynaptic nicotinic receptors. Nicotinic acetylcholine receptors are found in the autonomic ganglia and are responsible for transmitting signals from preganglionic neurons to postganglionic neurons, facilitating sympathetic and parasympathetic nervous system functions.",D,1.0,0.6700288676452691,0.9834177071812098,0.7889189775815826,0.6669019054340155,0.28130600519452414,1,0.6781146926073203
6e09a527-f1c4-4c9b-973b-aa93392f3f75,"One of the many mechanisms of adverse events is its increased binding to secondary targets, usually proteins. With respect to the primary target, the secondary target:",Should be present in the same tissue as the primary target,Should have similar binding sites,Should have absolutely identical secondary structure,Should have a similar primary structure,1,multi,Ans. b. Should have similar binding sites (Ref: vvww'plosone'org)Secondary site compared to the primary site has the same sequence of binding site.,Pharmacology,,validation,"{
    ""Correct answer"": ""B"",
    ""Reasoning"": ""The correct answer is B, as the secondary target should have similar binding sites to the primary target for the drug to exhibit adverse effects through increased binding, a concept related to the principle of cross-reactivity in Pharmacology.""
}",B,"The correct answer is B, as the secondary target should have similar binding sites to the primary target for the drug to exhibit adverse effects through increased binding, a concept related to the principle of cross-reactivity in Pharmacology.",B,1.0,0.6462162300547328,0.569967272670095,0.3003913122667891,0.8329326923076925,0.8199663735849854,1,0.6338947761768589
c1069842-8261-4a97-b1bb-5faeaacc6435,"Patient is a known case of epilepsy, taking levetiracetam 1 gm BD. He is now seizure free from 2 years but he developed agitation and anger issues interfering with day to day activities as a result of the drug intake. What should be the next best step?",Stop levetiracetam and sta on a different antiepileptic,Discontinue the drug as he is seizure free,Slowly taper the drug over next 6 months,Continue levetiracetam since a 5-year seizure free interval is needed,2,multi,"Answer- C. Slowly taper the drug over next 6 monthsStopping or switching an antiepileptic is based on seizure free period & compliance or adverse effects of the drug.Withdrawal of therapy should be gradual over 2-3 monlhs, in the question 6 months. Anti-epileptic drug therapy shouldnever he stopped abruptly. Even if new drug is to be added/replaced, the previous drug should be gradually stoppedotherwise it can lead to breakthrough seizures.",Pharmacology,,validation,"{
    ""Correct answer"": ""A"",
    ""Reasoning"": ""The patient is experiencing agitation and anger issues, likely a side effect of levetiracetam. Stopping the drug may not be the best option as it has controlled seizures. The next best step is to stop levetiracetam and start a different antiepileptic to manage seizures while alleviating the side effects.""
}",A,"The patient is experiencing agitation and anger issues, likely a side effect of levetiracetam. Stopping the drug may not be the best option as it has controlled seizures. The next best step is to stop levetiracetam and start a different antiepileptic to manage seizures while alleviating the side effects.",C,0.0,0.5768145575063708,0.6489378329496673,0.0732138469129909,0.48061029879211703,0.36767540123090503,1,0.4294503874784102
bb46d4ce-440a-4cea-ab6f-75ce99cdd3aa,Dapsone is used for treatment of bacterial and fungal infections as well as for immunomodulatory actions. What is mechanism of dapsone for these indication?,Inhibition of cell wall synthesis,Inhibition of ergosterol in cell membranes,Inhibition of protein synthesis,Competition with PABA in folic acid synthesis,3,multi,"Sulfonamides (including Dapsone and PAS) : Competitively inhibit folic acid synthase enzyme as these are PABA analogues. Trimethoprim, Pyrimethamine : Inhibit Dihydro folate reductase enzyme (DHFRase). Inhibition of ergosterol in cell membrane (in fungus and leishmania): Amphotericin B.",Pharmacology,AIIMS 2018,validation,"{
    ""Correct answer"": ""D"",
    ""Reasoning"": ""Dapsone works by competing with para-aminobenzoic acid (PABA) in the folic acid synthesis pathway, thus inhibiting bacterial growth. This is its primary mechanism for antibacterial effects, and it also contributes to its immunomodulatory and antifungal properties.""
}",D,"Dapsone works by competing with para-aminobenzoic acid (PABA) in the folic acid synthesis pathway, thus inhibiting bacterial growth. This is its primary mechanism for antibacterial effects, and it also contributes to its immunomodulatory and antifungal properties.",D,1.0,0.447234389078968,0.7239101019538383,0.22941821363658577,0.3319283456269758,0.3299627357664735,1,0.41249075721256834
6d426ea7-e119-4b5f-be99-1e36084c332c,All are topical hemostatic agents except?,Bone wax & patty,HemCon bandage,Quikclot,Fixclot,3,multi,"Ans. D. Fixclot Topical hemostatic agents are used when surgical hemostasis is inadequate or impractical. The majority of routine, elective operations are performed in patients with normal hemostasis and with minimal blood loss.The two main categories of topical hemostatic agents are physical agents, which promote hemostasis using a passive substrate, and biologically active agents, which enhance coagulation at the bleeding site",Pharmacology,,validation,"{
    ""Correct answer"": ""A"",
    ""Reasoning"": ""Bone wax and patty are not typically used as topical hemostatic agents, but rather as intraoperative hemostatic agents, applied directly to bleeding bone surfaces. The other options are topical agents.""
}",A,"Bone wax and patty are not typically used as topical hemostatic agents, but rather as intraoperative hemostatic agents, applied directly to bleeding bone surfaces. The other options are topical agents.",D,0.0,0.7686221410620439,0.611365617256047,0.2628352179855397,0.3687290969899664,0.3305244120311714,1,0.46841529706495366
1b18ac4d-8101-48f1-bcc9-b53391c550ab,Acetazolamide is given to a patient of angle closure glaucoma. It is a non- competitive inhibitor of carbonic anhydrase enzyme. Which of the following should be the effect of this drug?,Decrease in Vmax,Decrease in Km,Decrease in both Km and Vmax,No change in Vmax,0,multi,"Enzyme inhibition is of 3 types: Type of inhibition Km Vmax Competitive inhibition Increases No change Non competitive inhibition No change Decreases Uncompetitive inhibition Decreases Decreases In question non competitive inhibitor is given, so answer is decrease in Vmax.",Pharmacology,AIIMS 2018,validation,"{
    ""Correct answer"": ""A"",
    ""Reasoning"": ""Acetazolamide, as a non-competitive inhibitor of carbonic anhydrase, decreases the Vmax (maximum velocity) of the enzyme reaction without affecting the Km (Michaelis constant), which represents the binding affinity of the enzyme for its substrate. This is characteristic of non-competitive inhibition, where the inhibitor binds to a site other than the active site, reducing the enzyme's overall activity.""
}",A,"Acetazolamide, as a non-competitive inhibitor of carbonic anhydrase, decreases the Vmax (maximum velocity) of the enzyme reaction without affecting the Km (Michaelis constant), which represents the binding affinity of the enzyme for its substrate. This is characteristic of non-competitive inhibition, where the inhibitor binds to a site other than the active site, reducing the enzyme's overall activity.",A,1.0,0.49484082812393454,0.6112923646806965,0.0075641659522252104,0.3426573426573427,0.23854452389148634,1,0.33897984506113704
59ade17d-2139-4c4b-b0b5-ec6d6cf3c073,Propranolol is drug of choice for -,Ulcerated infantile hemangioma,Lymphangioma,Pyogenic granuloma,Capillary malformation,0,single,"Ans. A. Ulcerated infantile hemangiomaRef: <a href="" hemangiomas (IHs) are the most common benign pediatric soft-tissue tumors.</li>Ulceration--the most frequent complication of IH--tends to heal poorly and is associated with pain, bleeding, infection, and scarring.Mainstay treatment modalities include propranolol (b-blocker) and coicosteroids, whose effectiveness is countered by a need for long-term medication and risk of systemic adverse effects and ulcer recurrence.",Pharmacology,,validation,"{
    ""Correct answer"": ""A"",
    ""Reasoning"": ""Propranolol is the drug of choice for ulcerated infantile hemangioma. It has been shown to be effective in treating infantile hemangiomas, particularly those that are problematic due to their location or size, or those that have ulcerated, by reducing their size and promoting involution.""
}",A,"Propranolol is the drug of choice for ulcerated infantile hemangioma. It has been shown to be effective in treating infantile hemangiomas, particularly those that are problematic due to their location or size, or those that have ulcerated, by reducing their size and promoting involution.",A,1.0,0.638794881603677,0.7986542805161237,0.6441283780830512,0.3028846153846154,0.23642254463095266,1,0.524176940043684
8b72fc76-d0bf-4cd2-b7dc-05d030560c52,All are Gp lIbilIla inhibitors except:,Prasugrel,Abciximab,Tirofiban,Eptifibatide,0,multi,"Ans: A. Prasugrel(Ref Goodman Gilman 13/e p595, 12/e p870; Katzung 13/e p595, 12Ie p612; KDT 7/e p631)Prasugrel reduce platelet aggregation by inhibiting the ADP pathway of platelets. It irreversibly blocks the ADP receptor on platelets.Targets for platelet inhibitory drugs:Inhibition of prostaglandin synthesis (aspirin).Inhibition of ADP- induced platelet aggregation (clopidogrel, prasugrel, ticlopidine).Blockade of glycoprotein Ilb/IIIa receptors on platelets (abciximab, tirofiban, and eptifibatide). Dipyridamole & cilostazol - Additional antiplatelet drugs.",Pharmacology,,validation,"{
    ""Correct answer"": ""B"",
    ""Reasoning"": ""Abciximab is a GPIIb/IIIa inhibitor, but it is a monoclonal antibody, whereas the others are small molecules. Prasugrel is actually a P2Y12 inhibitor, not a GPIIb/IIIa inhibitor, but among the given options, Abciximab is the one that stands out for being a monoclonal antibody, however the question is about GP IIb/IIIa inhibitors, Prasugrel is the one that does not belong to this class.""
}",B,"Abciximab is a GPIIb/IIIa inhibitor, but it is a monoclonal antibody, whereas the others are small molecules. Prasugrel is actually a P2Y12 inhibitor, not a GPIIb/IIIa inhibitor, but among the given options, Abciximab is the one that stands out for being a monoclonal antibody, however the question is about GP IIb/IIIa inhibitors, Prasugrel is the one that does not belong to this class.",A,0.0,0.35363658299147255,0.764666780343114,0.06442595137381724,0.2033351264120495,0.14466982570293596,1,0.30614685336467784
45ea4d89-40f7-42af-8f94-b4dc1e9a5466,"While assessing the efficacy of a newly developed drug in comparison to placebo, the 95% confidence interval in clinical trials is used to check for:",Efficacy of the drug,Non-efficacy of the drug,Both efficacy and non-efficacy of the drug,Either efficacy or non-efficacy of the drug,0,multi,Answer- a (efficacy of the drug),Pharmacology,,validation,"{
    ""Correct answer"": ""A"",
    ""Reasoning"": ""The 95% confidence interval is used to check for efficacy of the drug, as it indicates the range of values within which the true effect of the drug is likely to lie, helping to determine if the drug is statistically significantly more effective than placebo.""
}",A,"The 95% confidence interval is used to check for efficacy of the drug, as it indicates the range of values within which the true effect of the drug is likely to lie, helping to determine if the drug is statistically significantly more effective than placebo.",A,1.0,0.6339919303674378,0.5896742868489877,0.0018587787502975103,0.38009049773755665,0.657237078514527,1,0.45257051444376123
