id,question,opa,opb,opc,opd,cop,choice_type,exp,subject_name,topic_name,prompt,llama_response
c8025448-c143-4985-bc62-6f4497321667,Which of the following drug crosses placenta,Heparin,Warfarin,Dicumarol,Nicoumalone,1,single,"(Warfarin) (601-KDT6th)* WARFARIN - It crosses placenta and is secreted in milk however quantity of active form is generally insufficient to affect the suckling infants* HEPARIN - does not cross BBB or placenta**- It is the anticoagulant of choice during pregnancy*** Bleeding due to overdose is the most serious complication of heparin therapy** other side effects are thrombocytopenia, * alopecia, * osteoporosis*, hypersensitivity reactions.",Pharmacology,Hematology,"You are an assistant specializing in Pharmacology. Please select the correct option from the given choices for the following multiple-choice question related to Pharmacology. 
            Each question will have four options (A, B, C, or D). After selecting the correct option, provide a detailed explanation that includes the reasoning behind your choice, supported by relevant pharmacological knowledge and information.

            Please format your response in JSON as shown below:
            {
                ""Correct answer"": ""A"",
                ""Reasoning"": ""[Provide reasoning that clearly explains why option A is the correct choice, including relevant pharmacological details and knowledge.]""
            }

            Question:
            Which of the following drug crosses placenta

            Options:
            A) Heparin
            B) Warfarin
            C) Dicumarol
            D) Nicoumalone","{
""Correct answer"": ""B"",
""Reasoning"": ""Warfarin, a coumarin anticoagulant, crosses the placenta and can cause fetal bleeding and malformations. This is because warfarin is highly lipophilic and has a low molecular weight, allowing it to easily traverse the placental barrier. In contrast, heparin, a glycosaminoglycan, is a large, hydrophilic molecule that does not cross the placenta. Dicumarol and nicoumalone are also anticoagulants, but there is no evidence to suggest that they cross the placenta as readily as warfarin. Therefore, warfarin is the correct answer.""
}"
ccedc14b-e67c-4001-ac2f-ba3d1c05fdf2,Which of the following drug acts against Pseudomonas -,Piperacillin,Methicillin,Nafcillin,Cloxacillin,0,single,"Ans. is 'a' i.e., Piperacillin Drugs acting against Pseudomonas. o Penicillins- Piperacillin, Carbenicillin, Ticarcillin, Mezlocillin. o Cephalosporins - Ceftazidime, Cefoperazone, Cefepime. o Carbapenems- Imipenem, meropenem o Monobactams - Aztreonam. o Aminoglycosides - Tobramycin, Gentamycin, Amikacin. o Fluroquinolones - Ciprofloxacin, Levofloxacin, Norfloxacin.. o Other - Polymixin B, Colistin.",Pharmacology,,"You are an assistant specializing in Pharmacology. Please select the correct option from the given choices for the following multiple-choice question related to Pharmacology. 
            Each question will have four options (A, B, C, or D). After selecting the correct option, provide a detailed explanation that includes the reasoning behind your choice, supported by relevant pharmacological knowledge and information.

            Please format your response in JSON as shown below:
            {
                ""Correct answer"": ""A"",
                ""Reasoning"": ""[Provide reasoning that clearly explains why option A is the correct choice, including relevant pharmacological details and knowledge.]""
            }

            Question:
            Which of the following drug acts against Pseudomonas -

            Options:
            A) Piperacillin
            B) Methicillin
            C) Nafcillin
            D) Cloxacillin","{
""Correct answer"": ""A"",
""Reasoning"": ""Piperacillin is a ureidopenicillin antibiotic that is effective against Pseudomonas aeruginosa, a Gram-negative bacterium. It is a beta-lactam antibiotic that inhibits bacterial cell wall synthesis by binding to the penicillin-binding proteins. Piperacillin has a broad spectrum of activity, including activity against Pseudomonas, which is often resistant to other beta-lactam antibiotics. It is commonly used in combination with a beta-lactamase inhibitor, such as tazobactam, to enhance its activity against beta-lactamase-producing organisms.

In contrast, methicillin (option B) is a penicillinase-resistant penicillin that is effective against methicillin-resistant Staphylococcus aureus (MRSA), but it is not active against Pseudomonas. Nafcillin (option C) and cloxacillin (option D) are also penicillinase-resistant penicillins, but they are primarily used to treat infections caused by methicillin-sensitive Staphylococcus aureus and do not have activity against Pseudomonas. Therefore, piperacillin is the correct answer.""
}"
44c444b1-70f2-4e52-94f0-78544786ed41,Which of these following statements is wrong about Tacrolimus?,It is one of the macrolide antibiotic,It can be safely administered with any nephrotoxic drug,Glucose intolerance is a well known side effect,It is used as prophylaxis for transplant rejection,1,multi,"The side effects of Tacrolimus includes, nephro and hepato toxicity. It can also cause hypeension, tremors, seizure, diabetes mellitus and blurred vision. It should be better avoided with other hepato and renal toxicity drugs. Ref: Manzoor M. Khan (2008), Chapter 4 ""Immunesupressive Agents"", In the book, ""Immunopharmacology"", Springer Publications, USA, Page 91 ; Katzung, 9th Edition, Pages 941, 942",Pharmacology,,"You are an assistant specializing in Pharmacology. Please select the correct option from the given choices for the following multiple-choice question related to Pharmacology. 
            Each question will have four options (A, B, C, or D). After selecting the correct option, provide a detailed explanation that includes the reasoning behind your choice, supported by relevant pharmacological knowledge and information.

            Please format your response in JSON as shown below:
            {
                ""Correct answer"": ""A"",
                ""Reasoning"": ""[Provide reasoning that clearly explains why option A is the correct choice, including relevant pharmacological details and knowledge.]""
            }

            Question:
            Which of these following statements is wrong about Tacrolimus?

            Options:
            A) It is one of the macrolide antibiotic
            B) It can be safely administered with any nephrotoxic drug
            C) Glucose intolerance is a well known side effect
            D) It is used as prophylaxis for transplant rejection","{
""Correct answer"": ""B"",
""Reasoning"": ""The correct answer is option B because Tacrolimus, an immunosuppressive medication, should be used with caution when co-administered with nephrotoxic drugs. This is because Tacrolimus itself can cause nephrotoxicity, particularly in high doses, and combining it with other nephrotoxic agents can increase the risk of kidney damage. In fact, Tacrolimus is known to have a narrow therapeutic index, and its dose must be carefully monitored to avoid toxicity.

On the other hand, option A is correct because Tacrolimus is a macrolide antibiotic, albeit with a distinct mechanism of action that involves inhibiting T-cell activation and proliferation.

Option C is also correct because glucose intolerance and even diabetes mellitus are well-known side effects of Tacrolimus therapy, likely due to the drug's ability to inhibit insulin secretion and increase glucose production in the liver.

Option D is correct as well, as Tacrolimus is commonly used as prophylaxis for organ transplant rejection, particularly in kidney and liver transplants, due to its potent immunosuppressive effects.

Therefore, option B is the incorrect statement about Tacrolimus.""
}"
7450511e-382a-4dcf-8432-99316daafe96,Magaldrate is conveed by gastric acid to ?,Magnesium hydroxide,Magnesium hydroxide and calcium carbonate,Magnesium hydroxide and Aluminium hydroxide,Calcium carbonate and aluminium hydroxide,2,single,"Ans. is `c' i.e., Magnesium hydroxide and Aluminium hydroxide Magaldrate: Magaldrateis a common antaciddrug that is used for the treatment of duodenal and gastric ulcers, esophagitis from gastroesophageal reflux. Magaldrate is a hydroxymagnesium aluminate complex that is conveed rapidly in gastric acid to Mg(OH), and Al(OH)3, which are absorbed poorly and thus provide a sustained antacid effect.",Pharmacology,,"You are an assistant specializing in Pharmacology. Please select the correct option from the given choices for the following multiple-choice question related to Pharmacology. 
            Each question will have four options (A, B, C, or D). After selecting the correct option, provide a detailed explanation that includes the reasoning behind your choice, supported by relevant pharmacological knowledge and information.

            Please format your response in JSON as shown below:
            {
                ""Correct answer"": ""A"",
                ""Reasoning"": ""[Provide reasoning that clearly explains why option A is the correct choice, including relevant pharmacological details and knowledge.]""
            }

            Question:
            Magaldrate is conveed by gastric acid to ?

            Options:
            A) Magnesium hydroxide
            B) Magnesium hydroxide and calcium carbonate
            C) Magnesium hydroxide and Aluminium hydroxide
            D) Calcium carbonate and aluminium hydroxide","{
""Correct answer"": ""C"",
""Reasoning"": ""Magaldrate is a type of antacid that is converted by gastric acid to magnesium hydroxide and aluminium hydroxide. This is because magaldrate is a complex of magnesium and aluminium hydroxides, which is broken down in the presence of gastric acid to release these two ingredients. The released magnesium hydroxide and aluminium hydroxide then act to neutralize stomach acid and provide relief from heartburn and indigestion symptoms. Therefore, option C is the correct answer.""
}"
59d4556e-ea0b-4b7c-8dd5-d7f02333ae84,Drug of choice for Treponema Pallidum is?,Penicillin G,Tetracycline,Azithromycin,Doxycycline,0,multi,"ANSWER: (A) Penicillin GREF: Microbiology, Volume 2; Volume 9, Part 2 edited by E. Edward Bittar, Neville Bittar p; 241See APPENDIX-65 for ""SEXUALLY TRANSMITTED DISEASES""""Parenteral penicillin G remains the treatment of choice for syphilis (Treponema pallidu and resistance to penicillin has not been reported""",Pharmacology,D.O.C,"You are an assistant specializing in Pharmacology. Please select the correct option from the given choices for the following multiple-choice question related to Pharmacology. 
            Each question will have four options (A, B, C, or D). After selecting the correct option, provide a detailed explanation that includes the reasoning behind your choice, supported by relevant pharmacological knowledge and information.

            Please format your response in JSON as shown below:
            {
                ""Correct answer"": ""A"",
                ""Reasoning"": ""[Provide reasoning that clearly explains why option A is the correct choice, including relevant pharmacological details and knowledge.]""
            }

            Question:
            Drug of choice for Treponema Pallidum is?

            Options:
            A) Penicillin G
            B) Tetracycline
            C) Azithromycin
            D) Doxycycline","{
""Correct answer"": ""A"",
""Reasoning"": ""The correct answer is option A, Penicillin G. Penicillin G is the drug of choice for treating syphilis, which is caused by the bacterium Treponema pallidum. Penicillin G is a β-lactam antibiotic that inhibits bacterial cell wall synthesis, making it effective against T. pallidum. It has been widely used for decades and is recommended by the Centers for Disease Control and Prevention (CDC) and the World Health Organization (WHO) for the treatment of syphilis. The other options are also antibacterial agents, but they are not the drugs of choice for syphilis. Tetracycline, Azithromycin, and Doxycycline may be used as alternative treatments in certain situations, such as in patients with penicillin allergy, but they are not as effective as Penicillin G.""
}"
3c5f5bd3-3837-4d04-a563-59fc07cbd6c6,Drugs undergoing acetylation include all except:,Dapsone,Metoclopramide,Procainamide,INH,1,multi,"Ans. B. MetoclopramideAcetylation by N-acetyl transferases (NAT)e.g, S - SulfonamidesH - HydralazineI - IsoniazidP - Procainamide, PASD - DapsoneC - Clonazepam, Caffeine",Pharmacology,General Pharmacology,"You are an assistant specializing in Pharmacology. Please select the correct option from the given choices for the following multiple-choice question related to Pharmacology. 
            Each question will have four options (A, B, C, or D). After selecting the correct option, provide a detailed explanation that includes the reasoning behind your choice, supported by relevant pharmacological knowledge and information.

            Please format your response in JSON as shown below:
            {
                ""Correct answer"": ""A"",
                ""Reasoning"": ""[Provide reasoning that clearly explains why option A is the correct choice, including relevant pharmacological details and knowledge.]""
            }

            Question:
            Drugs undergoing acetylation include all except:

            Options:
            A) Dapsone
            B) Metoclopramide
            C) Procainamide
            D) INH","{
""Correct answer"": ""B"",
""Reasoning"": ""The correct answer is B) Metoclopramide. Acetylation is a type of phase II biotransformation reaction, where an acetyl group is added to a drug molecule, typically catalyzed by the enzyme N-acetyltransferase. This reaction can result in the inactivation of the parent compound.

Dapsone, Procainamide, and INH (isoniazid) are all drugs that undergo acetylation. Dapsone, an antibacterial, is acetylated to form monoacetyldapsone, which has reduced antibacterial activity. Procainamide, an antiarrhythmic, is acetylated to form N-acetylprocainamide, which has reduced antiarrhythmic activity. INH, an antitubercular drug, is acetylated to form acetylisoniazid, which is less active against Mycobacterium tuberculosis.

Metoclopramide, on the other hand, is a dopamine receptor antagonist used as an antiemetic and gastroprokinetic agent. It does not undergo acetylation as part of its metabolism. Metoclopramide is mainly metabolized by oxidative reactions, including hydroxylation and N-dealkylation.

Therefore, based on the pharmacological knowledge of drug metabolism, option B) Metoclopramide is the correct answer, as it is the only drug among the options that does not undergo acetylation.""
}"
f31e136f-03b2-4c6c-ac9a-1b44363e8c93,Hypeension is seen with all except-,Erythropoitin,Cyclosporine,NSAID,Levodopa,3,multi,"Ans. is d i.e., Levodopa Drug causing hypeension Cocaine MAO inhibitors Oral contraceptives Clonidine withdrawl Tricyclic antidepressants Cyclosporine Glucocoicoids Rofecoxib (NSAID) Erythropoietin Valdecoxib (NSAID) Sympathomimetics",Pharmacology,,"You are an assistant specializing in Pharmacology. Please select the correct option from the given choices for the following multiple-choice question related to Pharmacology. 
            Each question will have four options (A, B, C, or D). After selecting the correct option, provide a detailed explanation that includes the reasoning behind your choice, supported by relevant pharmacological knowledge and information.

            Please format your response in JSON as shown below:
            {
                ""Correct answer"": ""A"",
                ""Reasoning"": ""[Provide reasoning that clearly explains why option A is the correct choice, including relevant pharmacological details and knowledge.]""
            }

            Question:
            Hypeension is seen with all except-

            Options:
            A) Erythropoitin
            B) Cyclosporine
            C) NSAID
            D) Levodopa","{
""Correct answer"": ""D"",
""Reasoning"": ""The correct answer is Levodopa. Levodopa is a dopamine precursor used to treat Parkinson's disease. It is not associated with hypertension as a side effect. In fact, it can sometimes cause orthostatic hypotension due to its effect on the sympathetic nervous system.

On the other hand, the other options are all associated with hypertension. Erythropoietin, a hormone that stimulates red blood cell production, can cause hypertension due to increased blood viscosity and cardiac output. Cyclosporine, an immunosuppressant, can cause hypertension by stimulating the renin-angiotensin-aldosterone system and increasing vascular resistance. NSAIDs (non-steroidal anti-inflammatory drugs) can also cause hypertension by inhibiting the production of vasodilatory prostaglandins and increasing sodium retention.

Therefore, based on their pharmacological effects, Levodopa is the correct answer as it is not associated with hypertension, unlike the other options.""
}"
602956cf-ddb9-4e59-b5d1-c0ac6568d3da,Beta 2 agonist used in rescue therapy in acute respiratory conditions are all except?,Formoterol,Salbutamol,Bambuterol,Ketotifen,3,multi,"Ans. is 'd' i.e., Ketotifen Formoterol, Salbutomol and bambuterol are p 2 agonists. o Ketotifen is a mast cell stabilizer.",Pharmacology,,"You are an assistant specializing in Pharmacology. Please select the correct option from the given choices for the following multiple-choice question related to Pharmacology. 
            Each question will have four options (A, B, C, or D). After selecting the correct option, provide a detailed explanation that includes the reasoning behind your choice, supported by relevant pharmacological knowledge and information.

            Please format your response in JSON as shown below:
            {
                ""Correct answer"": ""A"",
                ""Reasoning"": ""[Provide reasoning that clearly explains why option A is the correct choice, including relevant pharmacological details and knowledge.]""
            }

            Question:
            Beta 2 agonist used in rescue therapy in acute respiratory conditions are all except?

            Options:
            A) Formoterol
            B) Salbutamol
            C) Bambuterol
            D) Ketotifen","{
    ""Correct answer"": ""D"",
    ""Reasoning"": ""The correct answer is Ketotifen. Beta 2 agonists are used as rescue therapy in acute respiratory conditions, such as asthma and chronic obstructive pulmonary disease (COPD). Formoterol, Salbutamol, and Bambuterol are all beta 2 agonists that are commonly used for this purpose. They work by stimulating the beta 2 receptors in the airways, which causes bronchodilation and relaxation of the airway smooth muscle, leading to an increase in airflow and relief of symptoms. 

Ketotifen, on the other hand, is an anti-allergic drug that is used to treat allergic conditions such as allergic rhinitis and conjunctivitis. It has anti-inflammatory properties and is not a beta 2 agonist. Therefore, it is not used as a rescue therapy in acute respiratory conditions. 
So, among the given options, Ketotifen is the correct answer.""
}"
8b1e7f01-b79f-4f24-a759-3f3fed9c1978,Which of the following drugs used to treat type II diabetes mellitus causes weight loss:,Metformin,Glimepiride,Repaglinide,Gliclazide,0,single,,Pharmacology,,"You are an assistant specializing in Pharmacology. Please select the correct option from the given choices for the following multiple-choice question related to Pharmacology. 
            Each question will have four options (A, B, C, or D). After selecting the correct option, provide a detailed explanation that includes the reasoning behind your choice, supported by relevant pharmacological knowledge and information.

            Please format your response in JSON as shown below:
            {
                ""Correct answer"": ""A"",
                ""Reasoning"": ""[Provide reasoning that clearly explains why option A is the correct choice, including relevant pharmacological details and knowledge.]""
            }

            Question:
            Which of the following drugs used to treat type II diabetes mellitus causes weight loss:

            Options:
            A) Metformin
            B) Glimepiride
            C) Repaglinide
            D) Gliclazide","{
    ""Correct answer"": ""A"",
    ""Reasoning"": ""The correct answer is A) Metformin. Metformin is a biguanide oral anti-diabetic drug that is commonly used to treat type II diabetes mellitus. One of its mechanisms of action is to decrease hepatic glucose production and increase peripheral insulin sensitivity, which leads to improved glucose uptake in muscles. Additionally, metformin has been shown to decrease appetite and increase feelings of fullness, leading to weight loss. This is due to its ability to activate AMP-activated protein kinase (AMPK), which regulates energy homeostasis and glucose metabolism. Activation of AMPK leads to decreased food intake and increased energy expenditure, resulting in weight loss. In contrast, the other options are sulfonylureas, which are a class of oral anti-diabetic drugs that work by stimulating insulin release from the pancreas. They do not have the same weight loss effects as metformin and may even cause weight gain due to increased insulin-mediated glucose uptake and storage.""
}"
bdae4721-695e-4983-bc69-4012c1a87907,A Patient who is on antihypertensive drug develops a dry cough. Which of the following drug might be responsible for the condition:,Diuretics,ACE inhibitors,Calcium channel blockers,Beta blockers,1,single,"The angiotensin-converting enzyme normally helps in conversion of angiotensin I to angiotensin II, which acts as a vasoconstrictor in case of hypovolemia.
In addition to that, ACE also helps in the breakdown of bradykinin.
When ACE inhibitors (captopril) are given, it inhibits ACE and in addition inhibits the breakdown of bradykinin also, which leads to accumulation of bradykinin level in the body.
This increased level of bradykinin presents with a Dry cough, rashes, urticaria and angioedema.",Pharmacology,,"You are an assistant specializing in Pharmacology. Please select the correct option from the given choices for the following multiple-choice question related to Pharmacology. 
            Each question will have four options (A, B, C, or D). After selecting the correct option, provide a detailed explanation that includes the reasoning behind your choice, supported by relevant pharmacological knowledge and information.

            Please format your response in JSON as shown below:
            {
                ""Correct answer"": ""A"",
                ""Reasoning"": ""[Provide reasoning that clearly explains why option A is the correct choice, including relevant pharmacological details and knowledge.]""
            }

            Question:
            A Patient who is on antihypertensive drug develops a dry cough. Which of the following drug might be responsible for the condition:

            Options:
            A) Diuretics
            B) ACE inhibitors
            C) Calcium channel blockers
            D) Beta blockers","{
""Correct answer"": ""B"",
""Reasoning"": ""The correct answer is B) ACE inhibitors. ACE inhibitors, such as lisinopril, captopril, and enalapril, are a class of antihypertensive drugs that are known to cause dry cough as a common adverse effect. This is because they inhibit the breakdown of bradykinin, a potent vasodilator, which increases the levels of kinins in the lungs, leading to increased cough reflex sensitivity. The cough is usually dry, non-productive, and may occur in up to 20% of patients taking ACE inhibitors. It is a class-effect of ACE inhibitors and is not related to the dose or duration of therapy. In contrast, diuretics, calcium channel blockers, and beta blockers are not typically associated with dry cough as a side effect.""
}"
591db8ae-5677-413e-af48-48e4111b7dbc,A patient on lithium therapy was found to be hypeensive also. Which of the following antihypeensive drugs is contraindicated in a patient on lithium therapy in order to prevent toxicity?,Clonidine,Beta blockers,Calcium channel blockers,Diuretics,3,single,"Diuretics (thiazide, furosemide) by causing Na+ loss promote proximal tubular reabsorption of Na+ as well as Li+ --plasma levels of lithium rise. ref : KD Tripati 8th ed.",Pharmacology,Central Nervous system,"You are an assistant specializing in Pharmacology. Please select the correct option from the given choices for the following multiple-choice question related to Pharmacology. 
            Each question will have four options (A, B, C, or D). After selecting the correct option, provide a detailed explanation that includes the reasoning behind your choice, supported by relevant pharmacological knowledge and information.

            Please format your response in JSON as shown below:
            {
                ""Correct answer"": ""A"",
                ""Reasoning"": ""[Provide reasoning that clearly explains why option A is the correct choice, including relevant pharmacological details and knowledge.]""
            }

            Question:
            A patient on lithium therapy was found to be hypeensive also. Which of the following antihypeensive drugs is contraindicated in a patient on lithium therapy in order to prevent toxicity?

            Options:
            A) Clonidine
            B) Beta blockers
            C) Calcium channel blockers
            D) Diuretics","{
""Correct answer"": ""D"",
""Reasoning"": ""The correct answer is D) Diuretics. Lithium is primarily excreted by the kidneys, and any decrease in renal blood flow or glomerular filtration rate can lead to increased serum lithium levels, resulting in toxicity. Diuretics, especially thiazide diuretics, can cause volume depletion, which can reduce renal blood flow and subsequently increase lithium reabsorption in the proximal tubules. This can lead to lithium toxicity, characterized by symptoms such as tremors, muscle weakness, and seizures. Therefore, diuretics are contraindicated in patients on lithium therapy to prevent toxicity. The other options, clonidine, beta blockers, and calcium channel blockers, do not have a significant impact on lithium excretion or pharmacokinetics.""
}"
5b431bce-c54d-41fa-9bfa-8f24dcfc0115,Bacteriostatic antitubercular drug among the following is :,Isoniazid,Rifampicin,Streptomycin,Ethambutol,3,single,,Pharmacology,,"You are an assistant specializing in Pharmacology. Please select the correct option from the given choices for the following multiple-choice question related to Pharmacology. 
            Each question will have four options (A, B, C, or D). After selecting the correct option, provide a detailed explanation that includes the reasoning behind your choice, supported by relevant pharmacological knowledge and information.

            Please format your response in JSON as shown below:
            {
                ""Correct answer"": ""A"",
                ""Reasoning"": ""[Provide reasoning that clearly explains why option A is the correct choice, including relevant pharmacological details and knowledge.]""
            }

            Question:
            Bacteriostatic antitubercular drug among the following is :

            Options:
            A) Isoniazid
            B) Rifampicin
            C) Streptomycin
            D) Ethambutol","{
    ""Correct answer"": ""D"",
    ""Reasoning"": ""The correct answer is D) Ethambutol. Ethambutol is a bacteriostatic antitubercular drug, meaning it inhibits the growth and multiplication of Mycobacterium tuberculosis, but does not kill the bacteria directly. It works by inhibiting the synthesis of arabinogalactan, a component of the mycobacterial cell wall. This leads to a static effect, where the bacteria are unable to grow or multiply.

On the other hand, Isoniazid (A) is a bactericidal antitubercular drug, meaning it kills the bacteria directly. It works by inhibiting the synthesis of mycolic acid, a component of the mycobacterial cell wall. Rifampicin (B) is also bactericidal, and works by inhibiting RNA synthesis and protein synthesis in the bacteria. Streptomycin (C) is an aminoglycoside antibiotic that is bactericidal and works by inhibiting protein synthesis in the bacteria. Therefore, among the options, Ethambutol is the only bacteriostatic antitubercular drug.""
}"
2be6a760-0e08-45a1-a92d-01673c4f4619,Which of the following does not cause Insulin release-,Rosiglitazone,Nateglinide,Glimipiride,Tobutamide,0,single,"Ans. is 'a' i.e., Rosiglitazone o Oral hypoglycemic drugs may be divided into two groups. 1. Group 1 These drugs reduce plasma glucose by stimulating insulin production, therefore called insulin secretogogues. Hypoglycemia is a well known side effect. Examples are: i) Sulfonylureas: first generation (chlorpropamide, tobutamide); second generation (Glimipiride, glyburide, glipizide, gliclazide). ii) Megalitinnide/D-phenylalanine analogues: Nateglinide, Rapaglinide. 2. Group 2 These drugs reduce blood glucose without stimulating insulin production, therefore are insulin nonsecretogogues. These durgs do not cuase hypoglycemia when used alone and can cause hypoglycemia, only when used with other oral hypoglycemics. Examples are: i) Biguanides: Metformin, Phenformin ii) Thiazolidinediones: Rosiglitazone, Pioglitazone, Troglitazone. iii) alpha-glucosidase inhibitors: Acarbose, miglital.",Pharmacology,,"You are an assistant specializing in Pharmacology. Please select the correct option from the given choices for the following multiple-choice question related to Pharmacology. 
            Each question will have four options (A, B, C, or D). After selecting the correct option, provide a detailed explanation that includes the reasoning behind your choice, supported by relevant pharmacological knowledge and information.

            Please format your response in JSON as shown below:
            {
                ""Correct answer"": ""A"",
                ""Reasoning"": ""[Provide reasoning that clearly explains why option A is the correct choice, including relevant pharmacological details and knowledge.]""
            }

            Question:
            Which of the following does not cause Insulin release-

            Options:
            A) Rosiglitazone
            B) Nateglinide
            C) Glimipiride
            D) Tobutamide","{
""Correct answer"": ""A"",
""Reasoning"": ""Rosiglitazone is a thiazolidinedione, which is a class of oral antidiabetic drugs that work by increasing insulin sensitivity in peripheral tissues, particularly in adipose tissue and skeletal muscle. It does not cause insulin release. Instead, it enhances glucose uptake in these tissues, reducing glucose levels in the blood. 

On the other hand, Nateglinide, Glimipiride, and Tolbutamide are all sulfonylureas, which stimulate insulin release from the pancreatic beta cells by blocking ATP-sensitive potassium channels, thereby increasing insulin secretion. This mechanism is different from that of rosiglitazone, which acts on peripheral tissues rather than the pancreas.

Therefore, among the given options, Rosiglitazone is the one that does not cause insulin release, making it the correct answer.""
}"
ede0c847-d6e8-47f4-9442-6912bb0e2124,Which among the following NOT a pharmacological action of opioids,Cough suppression,Anti-emesis,Miosis,Truncal rigidity,1,single,,Pharmacology,,"You are an assistant specializing in Pharmacology. Please select the correct option from the given choices for the following multiple-choice question related to Pharmacology. 
            Each question will have four options (A, B, C, or D). After selecting the correct option, provide a detailed explanation that includes the reasoning behind your choice, supported by relevant pharmacological knowledge and information.

            Please format your response in JSON as shown below:
            {
                ""Correct answer"": ""A"",
                ""Reasoning"": ""[Provide reasoning that clearly explains why option A is the correct choice, including relevant pharmacological details and knowledge.]""
            }

            Question:
            Which among the following NOT a pharmacological action of opioids

            Options:
            A) Cough suppression
            B) Anti-emesis
            C) Miosis
            D) Truncal rigidity","{
""Correct answer"": ""B"",
""Reasoning"": ""The correct answer is B) Anti-emesis. Opioids are not anti-emetics, in fact, they can cause nausea and vomiting, especially at high doses. This is because opioids stimulate the chemoreceptor trigger zone (CTZ) in the area postrema of the brain, which triggers the vomiting center.

On the other hand, the other options are all pharmacological actions of opioids:

A) Cough suppression: Opioids, such as codeine, are often used as cough suppressants due to their ability to depress the cough center in the brain.

C) Miosis: Opioids cause miosis (constriction of the pupils) by stimulating the parasympathetic nervous system, which increases the tone of the sphincter pupillae muscle.

D) Truncal rigidity: Opioids can cause truncal rigidity, which is characterized by increased muscle tone and rigidity, especially in the trunk and limbs. This is due to their effect on the spinal cord and brainstem.

Therefore, option B) Anti-emesis is the correct answer as it is not a pharmacological action of opioids.""
}"
7d3a48c9-9cfe-4a48-b402-cb45913c8a2d,Thalidomide can be used in all of the followingconditions except?,Behcet syndrome,HIV associated peripheral neuropathy,HIV associated mouth ulcers,Erythema nodosum leprosum,1,multi,HIV associated peripheral neuropathy,Pharmacology,,"You are an assistant specializing in Pharmacology. Please select the correct option from the given choices for the following multiple-choice question related to Pharmacology. 
            Each question will have four options (A, B, C, or D). After selecting the correct option, provide a detailed explanation that includes the reasoning behind your choice, supported by relevant pharmacological knowledge and information.

            Please format your response in JSON as shown below:
            {
                ""Correct answer"": ""A"",
                ""Reasoning"": ""[Provide reasoning that clearly explains why option A is the correct choice, including relevant pharmacological details and knowledge.]""
            }

            Question:
            Thalidomide can be used in all of the followingconditions except?

            Options:
            A) Behcet syndrome
            B) HIV associated peripheral neuropathy
            C) HIV associated mouth ulcers
            D) Erythema nodosum leprosum","{
    ""Correct answer"": ""B"",
    ""Reasoning"": ""Thalidomide is not recommended for HIV-associated peripheral neuropathy. This is because thalidomide has been shown to exacerbate peripheral neuropathy, particularly in patients with HIV infection. On the other hand, thalidomide has been used effectively in the treatment of other conditions, such as Behcet syndrome (a chronic inflammatory disorder), HIV-associated mouth ulcers (due to its immunomodulatory effects), and erythema nodosum leprosum (a cutaneous manifestation of leprosy). Thalidomide's mechanism of action in these conditions involves modulation of the immune response, including inhibition of TNF-alpha production and anti-inflammatory effects. Therefore, option B, HIV-associated peripheral neuropathy, is the correct answer.""
}"
e8a22fc1-13a5-4097-a643-4c67ec2b090b,Uses of  α2 agonists are all EXCEPT:,To produce sedation,Glaucoma,Benign hyperplasia of prostate,Hypertension,2,multi,,Pharmacology,,"You are an assistant specializing in Pharmacology. Please select the correct option from the given choices for the following multiple-choice question related to Pharmacology. 
            Each question will have four options (A, B, C, or D). After selecting the correct option, provide a detailed explanation that includes the reasoning behind your choice, supported by relevant pharmacological knowledge and information.

            Please format your response in JSON as shown below:
            {
                ""Correct answer"": ""A"",
                ""Reasoning"": ""[Provide reasoning that clearly explains why option A is the correct choice, including relevant pharmacological details and knowledge.]""
            }

            Question:
            Uses of  α2 agonists are all EXCEPT:

            Options:
            A) To produce sedation
            B) Glaucoma
            C) Benign hyperplasia of prostate
            D) Hypertension","{
""Correct answer"": ""C"",
""Reasoning"": ""The correct answer is option C) Benign hyperplasia of prostate. α2 agonists are not used to treat benign prostatic hyperplasia (BPH). α1 blockers, such as tamsulosin, are used to treat BPH by relaxing the smooth muscle in the prostate and bladder neck, thereby relieving symptoms of BPH.

On the other hand, α2 agonists have several therapeutic uses. They can produce sedation (option A) by activating α2 receptors in the brain, leading to a decrease in sympathetic outflow and a decrease in anxiety and arousal. Clonidine, an α2 agonist, is used to treat hypertension (option D) by decreasing peripheral vascular resistance and heart rate. Additionally, α2 agonists are used to treat glaucoma (option B) by reducing aqueous humor production and increasing uveoscleral outflow, thereby decreasing intraocular pressure.""
}"
